#nT = 49 nRho= 80
#logT [K],logRho [g/cc],logP [barye],logE [erg/g],logS [erg/g/K]
2.51000000,-6.00000000,4.06165960,10.41827175,8.88467554
2.51000000,-5.95000000,4.11165960,10.41827175,8.88235345
2.51000000,-5.90000000,4.16165960,10.41827175,8.88002058
2.51000000,-5.85000000,4.21165960,10.41827175,8.87767216
2.51000000,-5.80000000,4.26165960,10.41827175,8.87530840
2.51000000,-5.75000000,4.31165960,10.41827175,8.87293134
2.51000000,-5.70000000,4.36165960,10.41827175,8.87054201
2.51000000,-5.65000000,4.41165960,10.41827175,8.86814158
2.51000000,-5.60000000,4.46165960,10.41827175,8.86573290
2.51000000,-5.55000000,4.51165960,10.41827175,8.86331271
2.51000000,-5.50000000,4.56165960,10.41827175,8.86087559
2.51000000,-5.45000000,4.61165960,10.41827175,8.85841616
2.51000000,-5.40000000,4.66165960,10.41827175,8.85593155
2.51000000,-5.35000000,4.71165960,10.41827175,8.85342648
2.51000000,-5.30000000,4.76165960,10.41827175,8.85090687
2.51000000,-5.25000000,4.81165960,10.41827175,8.84837844
2.51000000,-5.20000000,4.86165960,10.41827175,8.84583992
2.51000000,-5.15000000,4.91165960,10.41827175,8.84328924
2.51000000,-5.10000000,4.96165960,10.41827175,8.84072614
2.51000000,-5.05000000,5.01165945,10.41827175,8.83815055
2.51000000,-5.00000000,5.06165654,10.41827175,8.83556599
2.51000000,-4.95000000,5.11165320,10.41827175,8.83296924
2.51000000,-4.90000000,5.16165377,10.41827175,8.83035426
2.51000000,-4.85000000,5.21166276,10.41827175,8.82771492
2.51000000,-4.80000000,5.26168427,10.41827175,8.82504731
2.51000000,-4.75000000,5.31171245,10.41827175,8.82235734
2.51000000,-4.70000000,5.36173887,10.41827175,8.81965294
2.51000000,-4.65000000,5.41175530,10.41827175,8.81694195
2.51000000,-4.60000000,5.46176103,10.41827175,8.81422652
2.51000000,-4.55000000,5.51176097,10.41827175,8.81150055
2.51000000,-4.50000000,5.56175931,10.41827175,8.80875740
2.51000000,-4.45000000,5.61175998,10.41827176,8.80599065
2.51000000,-4.40000000,5.66175957,10.41827189,8.80320067
2.51000000,-4.35000000,5.71175898,10.41827211,8.80038994
2.51000000,-4.30000000,5.76176239,10.41827230,8.79755955
2.51000000,-4.25000000,5.81177379,10.41827236,8.79471044
2.51000000,-4.20000000,5.86179239,10.41827225,8.79184130
2.51000000,-4.15000000,5.91181678,10.41827206,8.78895230
2.51000000,-4.10000000,5.96184686,10.41827190,8.78604465
2.51000000,-4.05000000,6.01188260,10.41827113,8.78311970
2.56000000,-8.00000000,2.11165975,10.46956373,8.97682456
2.56000000,-7.95000000,2.16165973,10.46956371,8.97483974
2.56000000,-7.90000000,2.21165972,10.46956369,8.97284313
2.56000000,-7.85000000,2.26165971,10.46956368,8.97083268
2.56000000,-7.80000000,2.31165970,10.46956366,8.96881056
2.56000000,-7.75000000,2.36165969,10.46956365,8.96678036
2.56000000,-7.70000000,2.41165968,10.46956364,8.96474563
2.56000000,-7.65000000,2.46165967,10.46956363,8.96270763
2.56000000,-7.60000000,2.51165966,10.46956362,8.96066335
2.56000000,-7.55000000,2.56165965,10.46956361,8.95860934
2.56000000,-7.50000000,2.61165965,10.46956360,8.95654217
2.56000000,-7.45000000,2.66165964,10.46956359,8.95446097
2.56000000,-7.40000000,2.71165964,10.46956359,8.95236804
2.56000000,-7.35000000,2.76165964,10.46956358,8.95026576
2.56000000,-7.30000000,2.81165963,10.46956358,8.94815654
2.56000000,-7.25000000,2.86165963,10.46956357,8.94604157
2.56000000,-7.20000000,2.91165963,10.46956357,8.94391847
2.56000000,-7.15000000,2.96165962,10.46956357,8.94178423
2.56000000,-7.10000000,3.01165962,10.46956356,8.93963598
2.56000000,-7.05000000,3.06165962,10.46956356,8.93747360
2.56000000,-7.00000000,3.11165962,10.46956356,8.93529843
2.56000000,-6.95000000,3.16165962,10.46956356,8.93311133
2.56000000,-6.90000000,3.21165961,10.46956356,8.93091314
2.56000000,-6.85000000,3.26165961,10.46956355,8.92870375
2.56000000,-6.80000000,3.31165961,10.46956355,8.92648259
2.56000000,-6.75000000,3.36165961,10.46956355,8.92424926
2.56000000,-6.70000000,3.41165961,10.46956355,8.92200327
2.56000000,-6.65000000,3.46165961,10.46956355,8.91974324
2.56000000,-6.60000000,3.51165961,10.46956355,8.91747036
2.56000000,-6.55000000,3.56165961,10.46956355,8.91518677
2.56000000,-6.50000000,3.61165961,10.46956355,8.91289386
2.56000000,-6.45000000,3.66165961,10.46956355,8.91057933
2.56000000,-6.40000000,3.71165961,10.46956354,8.90825288
2.56000000,-6.35000000,3.76165961,10.46956354,8.90593408
2.56000000,-6.30000000,3.81165961,10.46956354,8.90364234
2.56000000,-6.25000000,3.86165961,10.46956354,8.90138321
2.56000000,-6.20000000,3.91165960,10.46956354,8.89914130
2.56000000,-6.15000000,3.96165960,10.46956354,8.89689972
2.56000000,-6.10000000,4.01165960,10.46956354,8.89464251
2.56000000,-6.05000000,4.06165960,10.46956354,8.89237792
2.56000000,-6.00000000,4.11165960,10.46956354,8.89010705
2.56000000,-5.95000000,4.16165960,10.46956354,8.88782197
2.56000000,-5.90000000,4.21165960,10.46956354,8.88551476
2.56000000,-5.85000000,4.26165960,10.46956354,8.88318201
2.56000000,-5.80000000,4.31165960,10.46956354,8.88083026
2.56000000,-5.75000000,4.36165960,10.46956354,8.87846740
2.56000000,-5.70000000,4.41165960,10.46956354,8.87610128
2.56000000,-5.65000000,4.46165960,10.46956354,8.87373504
2.56000000,-5.60000000,4.51165960,10.46956354,8.87136182
2.56000000,-5.55000000,4.56165960,10.46956354,8.86897348
2.56000000,-5.50000000,4.61165960,10.46956354,8.86656189
2.56000000,-5.45000000,4.66165960,10.46956354,8.86412340
2.56000000,-5.40000000,4.71165960,10.46956354,8.86166482
2.56000000,-5.35000000,4.76165960,10.46956354,8.85919445
2.56000000,-5.30000000,4.81165960,10.46956354,8.85672049
2.56000000,-5.25000000,4.86165960,10.46956354,8.85424519
2.56000000,-5.20000000,4.91165960,10.46956354,8.85176226
2.56000000,-5.15000000,4.96165960,10.46956354,8.84926486
2.56000000,-5.10000000,5.01165955,10.46956354,8.84674648
2.56000000,-5.05000000,5.06165848,10.46956354,8.84420927
2.56000000,-5.00000000,5.11165725,10.46956354,8.84165431
2.56000000,-4.95000000,5.16165746,10.46956354,8.83907986
2.56000000,-4.90000000,5.21166066,10.46956354,8.83648389
2.56000000,-4.85000000,5.26166659,10.46956354,8.83386032
2.56000000,-4.80000000,5.31167468,10.46956354,8.83121486
2.56000000,-4.75000000,5.36168479,10.46956354,8.82855753
2.56000000,-4.70000000,5.41169696,10.46956354,8.82589838
2.56000000,-4.65000000,5.46171392,10.46956354,8.82324230
2.56000000,-4.60000000,5.51173330,10.46956354,8.82057979
2.56000000,-4.55000000,5.56175059,10.46956354,8.81789901
2.56000000,-4.50000000,5.61176120,10.46956360,8.81518834
2.56000000,-4.45000000,5.66176145,10.46956497,8.81244556
2.56000000,-4.40000000,5.71175692,10.46956723,8.80967788
2.56000000,-4.35000000,5.76175532,10.46956922,8.80689228
2.56000000,-4.30000000,5.81176420,10.46956982,8.80409544
2.56000000,-4.25000000,5.86178380,10.46956976,8.80128551
2.56000000,-4.20000000,5.91180999,10.46956967,8.79846031
2.56000000,-4.15000000,5.96183959,10.46956959,8.79562006
2.56000000,-4.10000000,6.01186947,10.46956950,8.79276522
2.56000000,-4.05000000,6.06189915,10.46956805,8.78989996
2.61000000,-8.00000000,2.16165981,10.52094507,8.98104925
2.61000000,-7.95000000,2.21165979,10.52094504,8.97908828
2.61000000,-7.90000000,2.26165977,10.52094502,8.97710894
2.61000000,-7.85000000,2.31165975,10.52094499,8.97511571
2.61000000,-7.80000000,2.36165973,10.52094497,8.97311403
2.61000000,-7.75000000,2.41165972,10.52094495,8.97110925
2.61000000,-7.70000000,2.46165971,10.52094494,8.96910272
2.61000000,-7.65000000,2.51165970,10.52094492,8.96709043
2.61000000,-7.60000000,2.56165969,10.52094491,8.96506817
2.61000000,-7.55000000,2.61165968,10.52094490,8.96303174
2.61000000,-7.50000000,2.66165967,10.52094489,8.96097933
2.61000000,-7.45000000,2.71165966,10.52094488,8.95891442
2.61000000,-7.40000000,2.76165965,10.52094487,8.95684120
2.61000000,-7.35000000,2.81165965,10.52094486,8.95476384
2.61000000,-7.30000000,2.86165964,10.52094485,8.95268404
2.61000000,-7.25000000,2.91165964,10.52094485,8.95059808
2.61000000,-7.20000000,2.96165964,10.52094484,8.94850157
2.61000000,-7.15000000,3.01165963,10.52094484,8.94639021
2.61000000,-7.10000000,3.06165963,10.52094483,8.94426391
2.61000000,-7.05000000,3.11165963,10.52094483,8.94212471
2.61000000,-7.00000000,3.16165962,10.52094483,8.93997395
2.61000000,-6.95000000,3.21165962,10.52094482,8.93781297
2.61000000,-6.90000000,3.26165962,10.52094482,8.93564163
2.61000000,-6.85000000,3.31165962,10.52094482,8.93345916
2.61000000,-6.80000000,3.36165962,10.52094482,8.93126503
2.61000000,-6.75000000,3.41165961,10.52094481,8.92905865
2.61000000,-6.70000000,3.46165961,10.52094481,8.92683868
2.61000000,-6.65000000,3.51165961,10.52094481,8.92460634
2.61000000,-6.60000000,3.56165961,10.52094481,8.92236377
2.61000000,-6.55000000,3.61165961,10.52094481,8.92011239
2.61000000,-6.50000000,3.66165961,10.52094481,8.91784075
2.61000000,-6.45000000,3.71165961,10.52094481,8.91555781
2.61000000,-6.40000000,3.76165961,10.52094481,8.91328175
2.61000000,-6.35000000,3.81165961,10.52094481,8.91103058
2.61000000,-6.30000000,3.86165961,10.52094480,8.90880956
2.61000000,-6.25000000,3.91165961,10.52094480,8.90660435
2.61000000,-6.20000000,3.96165961,10.52094480,8.90439914
2.61000000,-6.15000000,4.01165961,10.52094480,8.90217896
2.61000000,-6.10000000,4.06165961,10.52094480,8.89995162
2.61000000,-6.05000000,4.11165960,10.52094480,8.89771808
2.61000000,-6.00000000,4.16165960,10.52094480,8.89547083
2.61000000,-5.95000000,4.21165960,10.52094480,8.89320239
2.61000000,-5.90000000,4.26165960,10.52094480,8.89091015
2.61000000,-5.85000000,4.31165960,10.52094480,8.88859976
2.61000000,-5.80000000,4.36165960,10.52094480,8.88627767
2.61000000,-5.75000000,4.41165960,10.52094480,8.88395018
2.61000000,-5.70000000,4.46165960,10.52094480,8.88161783
2.61000000,-5.65000000,4.51165960,10.52094480,8.87927677
2.61000000,-5.60000000,4.56165960,10.52094480,8.87692363
2.61000000,-5.55000000,4.61165960,10.52094480,8.87455513
2.61000000,-5.50000000,4.66165960,10.52094480,8.87217060
2.61000000,-5.45000000,4.71165960,10.52094480,8.86977203
2.61000000,-5.40000000,4.76165960,10.52094480,8.86736134
2.61000000,-5.35000000,4.81165960,10.52094480,8.86494054
2.61000000,-5.30000000,4.86165960,10.52094480,8.86251159
2.61000000,-5.25000000,4.91165960,10.52094480,8.86007157
2.61000000,-5.20000000,4.96165960,10.52094480,8.85761628
2.61000000,-5.15000000,5.01165960,10.52094480,8.85514163
2.61000000,-5.10000000,5.06165946,10.52094480,8.85264800
2.61000000,-5.05000000,5.11165930,10.52094480,8.85013675
2.61000000,-5.00000000,5.16165933,10.52094480,8.84760820
2.61000000,-4.95000000,5.21165960,10.52094480,8.84506243
2.61000000,-4.90000000,5.26165760,10.52094480,8.84249523
2.61000000,-4.85000000,5.31165545,10.52094480,8.83990975
2.61000000,-4.80000000,5.36165728,10.52094480,8.83731238
2.61000000,-4.75000000,5.41166734,10.52094480,8.83470955
2.61000000,-4.70000000,5.46169011,10.52094480,8.83210484
2.61000000,-4.65000000,5.51171953,10.52094480,8.82949171
2.61000000,-4.60000000,5.56174666,10.52094480,8.82686177
2.61000000,-4.55000000,5.61176258,10.52094445,8.82420683
2.61000000,-4.50000000,5.66176347,10.52093688,8.82152652
2.61000000,-4.45000000,5.71175728,10.52092430,8.81882484
2.61000000,-4.40000000,5.76175359,10.52091326,8.81610467
2.61000000,-4.35000000,5.81176180,10.52090993,8.81336865
2.61000000,-4.30000000,5.86178284,10.52090993,8.81061415
2.61000000,-4.25000000,5.91181102,10.52090993,8.80784165
2.61000000,-4.20000000,5.96184134,10.52090993,8.80505403
2.61000000,-4.15000000,6.01186892,10.52091005,8.80225420
2.61000000,-4.10000000,6.06189308,10.52091268,8.79944405
2.61000000,-4.05000000,6.11191696,10.52091719,8.79662015
2.66000000,-8.00000000,2.21165990,10.57234489,8.98532082
2.66000000,-7.95000000,2.26165986,10.57234485,8.98337257
2.66000000,-7.90000000,2.31165984,10.57234481,8.98141116
2.66000000,-7.85000000,2.36165981,10.57234478,8.97944146
2.66000000,-7.80000000,2.41165979,10.57234475,8.97746825
2.66000000,-7.75000000,2.46165977,10.57234472,8.97549318
2.66000000,-7.70000000,2.51165975,10.57234470,8.97351229
2.66000000,-7.65000000,2.56165973,10.57234468,8.97152101
2.66000000,-7.60000000,2.61165972,10.57234466,8.96951485
2.66000000,-7.55000000,2.66165971,10.57234464,8.96749206
2.66000000,-7.50000000,2.71165970,10.57234463,8.96545619
2.66000000,-7.45000000,2.76165969,10.57234461,8.96341141
2.66000000,-7.40000000,2.81165968,10.57234460,8.96136182
2.66000000,-7.35000000,2.86165967,10.57234459,8.95930836
2.66000000,-7.30000000,2.91165966,10.57234458,8.95724799
2.66000000,-7.25000000,2.96165965,10.57234457,8.95517755
2.66000000,-7.20000000,3.01165965,10.57234457,8.95309387
2.66000000,-7.15000000,3.06165964,10.57234456,8.95099537
2.66000000,-7.10000000,3.11165964,10.57234455,8.94888481
2.66000000,-7.05000000,3.16165964,10.57234455,8.94676565
2.66000000,-7.00000000,3.21165963,10.57234454,8.94464131
2.66000000,-6.95000000,3.26165963,10.57234454,8.94251332
2.66000000,-6.90000000,3.31165963,10.57234453,8.94037850
2.66000000,-6.85000000,3.36165962,10.57234453,8.93823299
2.66000000,-6.80000000,3.41165962,10.57234453,8.93607308
2.66000000,-6.75000000,3.46165962,10.57234453,8.93389926
2.66000000,-6.70000000,3.51165962,10.57234452,8.93171278
2.66000000,-6.65000000,3.56165962,10.57234452,8.92951385
2.66000000,-6.60000000,3.61165961,10.57234452,8.92730199
2.66000000,-6.55000000,3.66165961,10.57234452,8.92506521
2.66000000,-6.50000000,3.71165961,10.57234452,8.92281382
2.66000000,-6.45000000,3.76165961,10.57234452,8.92056748
2.66000000,-6.40000000,3.81165961,10.57234451,8.91834556
2.66000000,-6.35000000,3.86165961,10.57234451,8.91615208
2.66000000,-6.30000000,3.91165961,10.57234451,8.91397299
2.66000000,-6.25000000,3.96165961,10.57234451,8.91179393
2.66000000,-6.20000000,4.01165961,10.57234451,8.90960125
2.66000000,-6.15000000,4.06165961,10.57234451,8.90740065
2.66000000,-6.10000000,4.11165961,10.57234451,8.90519424
2.66000000,-6.05000000,4.16165961,10.57234451,8.90297746
2.66000000,-6.00000000,4.21165961,10.57234451,8.90074594
2.66000000,-5.95000000,4.26165961,10.57234451,8.89850073
2.66000000,-5.90000000,4.31165960,10.57234451,8.89624294
2.66000000,-5.85000000,4.36165960,10.57234451,8.89397212
2.66000000,-5.80000000,4.41165960,10.57234451,8.89168764
2.66000000,-5.75000000,4.46165960,10.57234451,8.88938650
2.66000000,-5.70000000,4.51165960,10.57234451,8.88707133
2.66000000,-5.65000000,4.56165960,10.57234451,8.88474696
2.66000000,-5.60000000,4.61165960,10.57234451,8.88241832
2.66000000,-5.55000000,4.66165960,10.57234451,8.88008898
2.66000000,-5.50000000,4.71165960,10.57234451,8.87775324
2.66000000,-5.45000000,4.76165960,10.57234451,8.87540333
2.66000000,-5.40000000,4.81165960,10.57234451,8.87303163
2.66000000,-5.35000000,4.86165960,10.57234451,8.87063723
2.66000000,-5.30000000,4.91165960,10.57234451,8.86822436
2.66000000,-5.25000000,4.96165960,10.57234451,8.86579668
2.66000000,-5.20000000,5.01165960,10.57234451,8.86335768
2.66000000,-5.15000000,5.06165960,10.57234451,8.86090625
2.66000000,-5.10000000,5.11165960,10.57234450,8.85844126
2.66000000,-5.05000000,5.16165960,10.57234450,8.85596295
2.66000000,-5.00000000,5.21165944,10.57234450,8.85347152
2.66000000,-4.95000000,5.26165631,10.57234450,8.85096673
2.66000000,-4.90000000,5.31165272,10.57234450,8.84844843
2.66000000,-4.85000000,5.36165334,10.57234450,8.84591659
2.66000000,-4.80000000,5.41166301,10.57234450,8.84337118
2.66000000,-4.75000000,5.46168636,10.57234450,8.84081199
2.66000000,-4.70000000,5.51171691,10.57234450,8.83823895
2.66000000,-4.65000000,5.56174525,10.57234450,8.83565210
2.66000000,-4.60000000,5.61176205,10.57234361,8.83305171
2.66000000,-4.55000000,5.66176368,10.57232417,8.83044160
2.66000000,-4.50000000,5.71175815,10.57229189,8.82781806
2.66000000,-4.45000000,5.76175483,10.57226356,8.82517437
2.66000000,-4.40000000,5.81176288,10.57225499,8.82250375
2.66000000,-4.35000000,5.86178312,10.57225499,8.81980263
2.66000000,-4.30000000,5.91181007,10.57225499,8.81707683
2.66000000,-4.25000000,5.96183905,10.57225499,8.81433373
2.66000000,-4.20000000,6.01186551,10.57225499,8.81158043
2.66000000,-4.15000000,6.06189002,10.57225499,8.80881501
2.66000000,-4.10000000,6.11191445,10.57225499,8.80603515
2.66000000,-4.05000000,6.16193957,10.57225499,8.80324105
2.71000000,-8.00000000,2.26166002,10.62359442,8.98954109
2.71000000,-7.95000000,2.31165997,10.62359436,8.98761510
2.71000000,-7.90000000,2.36165993,10.62359431,8.98568131
2.71000000,-7.85000000,2.41165990,10.62359426,8.98374011
2.71000000,-7.80000000,2.46165986,10.62359422,8.98179275
2.71000000,-7.75000000,2.51165984,10.62359418,8.97983785
2.71000000,-7.70000000,2.56165981,10.62359415,8.97787303
2.71000000,-7.65000000,2.61165979,10.62359412,8.97589603
2.71000000,-7.60000000,2.66165977,10.62359409,8.97390745
2.71000000,-7.55000000,2.71165975,10.62359407,8.97190773
2.71000000,-7.50000000,2.76165973,10.62359405,8.96989641
2.71000000,-7.45000000,2.81165972,10.62359403,8.96787285
2.71000000,-7.40000000,2.86165971,10.62359402,8.96583331
2.71000000,-7.35000000,2.91165970,10.62359400,8.96378109
2.71000000,-7.30000000,2.96165969,10.62359399,8.96172229
2.71000000,-7.25000000,3.01165968,10.62359398,8.95966283
2.71000000,-7.20000000,3.06165967,10.62359397,8.95760260
2.71000000,-7.15000000,3.11165966,10.62359396,8.95553858
2.71000000,-7.10000000,3.16165965,10.62359395,8.95346881
2.71000000,-7.05000000,3.21165965,10.62359394,8.95139170
2.71000000,-7.00000000,3.26165964,10.62359393,8.94931324
2.71000000,-6.95000000,3.31165964,10.62359393,8.94722902
2.71000000,-6.90000000,3.36165964,10.62359392,8.94512966
2.71000000,-6.85000000,3.41165963,10.62359392,8.94300577
2.71000000,-6.80000000,3.46165963,10.62359391,8.94085257
2.71000000,-6.75000000,3.51165963,10.62359391,8.93867838
2.71000000,-6.70000000,3.56165962,10.62359391,8.93649364
2.71000000,-6.65000000,3.61165962,10.62359390,8.93430793
2.71000000,-6.60000000,3.66165962,10.62359390,8.93211145
2.71000000,-6.55000000,3.71165962,10.62359390,8.92990759
2.71000000,-6.50000000,3.76165962,10.62359390,8.92770898
2.71000000,-6.45000000,3.81165961,10.62359389,8.92552818
2.71000000,-6.40000000,3.86165961,10.62359389,8.92336975
2.71000000,-6.35000000,3.91165961,10.62359389,8.92122283
2.71000000,-6.30000000,3.96165961,10.62359389,8.91907483
2.71000000,-6.25000000,4.01165961,10.62359389,8.91691368
2.71000000,-6.20000000,4.06165961,10.62359389,8.91474286
2.71000000,-6.15000000,4.11165961,10.62359389,8.91256557
2.71000000,-6.10000000,4.16165961,10.62359389,8.91038029
2.71000000,-6.05000000,4.21165961,10.62359389,8.90818570
2.71000000,-6.00000000,4.26165961,10.62359388,8.90598405
2.71000000,-5.95000000,4.31165961,10.62359388,8.90377397
2.71000000,-5.90000000,4.36165961,10.62359388,8.90155206
2.71000000,-5.85000000,4.41165961,10.62359388,8.89931496
2.71000000,-5.80000000,4.46165961,10.62359388,8.89706171
2.71000000,-5.75000000,4.51165960,10.62359388,8.89479458
2.71000000,-5.70000000,4.56165960,10.62359388,8.89251604
2.71000000,-5.65000000,4.61165960,10.62359388,8.89022855
2.71000000,-5.60000000,4.66165960,10.62359388,8.88793340
2.71000000,-5.55000000,4.71165960,10.62359388,8.88562803
2.71000000,-5.50000000,4.76165960,10.62359388,8.88330921
2.71000000,-5.45000000,4.81165960,10.62359388,8.88097373
2.71000000,-5.40000000,4.86165960,10.62359388,8.87862073
2.71000000,-5.35000000,4.91165960,10.62359388,8.87625227
2.71000000,-5.30000000,4.96165960,10.62359388,8.87387045
2.71000000,-5.25000000,5.01165960,10.62359388,8.87147734
2.71000000,-5.20000000,5.06165963,10.62359388,8.86907245
2.71000000,-5.15000000,5.11165965,10.62359388,8.86665489
2.71000000,-5.10000000,5.16165965,10.62359388,8.86422442
2.71000000,-5.05000000,5.21165942,10.62359388,8.86178081
2.71000000,-5.00000000,5.26165625,10.62359388,8.85932441
